DATE	SMB	HML
20170126	-0,62	0,40
20170127	-0,01	-0,68
20170130	-0,72	-0,46
20170131	0,87	-0,55
20170201	-0,08	0,04
20170202	-0,23	-0,29
20170203	0,51	0,74
20170206	-0,62	-0,16
20170207	-0,30	-0,51
20170208	-0,24	-0,59
20170209	0,68	0,08
20170210	0,39	0,17
20170213	-0,32	0,34
20170214	-0,24	0,35
20170215	0,18	-0,42
20170216	-0,22	0,00
20170217	0,00	-0,54
20170221	-0,01	0,13
20170222	-0,37	0,10
20170223	-0,66	0,24
20170224	0,03	-0,96
20170227	0,83	-0,34
20170228	-1,37	0,14
20170301	0,42	0,77
20170302	-0,52	-0,90
20170303	-0,22	0,14
20170306	-0,35	-0,08
20170307	-0,29	-0,07
20170308	-0,12	-0,83
20170309	-0,47	-0,23
20170310	0,09	-0,47
20170313	0,32	-0,08
20170314	-0,23	-0,01
20170315	0,71	-0,46
20170316	0,46	0,23
20170317	0,64	-0,34
20170320	-0,11	-0,71
20170321	-1,33	-0,71
20170322	-0,30	-0,57
20170323	0,69	0,49
20170324	0,13	-0,20
20170327	0,54	-0,49
20170328	-0,14	0,72
20170329	0,38	-0,09
20170330	0,34	0,92
20170331	0,58	-0,32
20170403	-1,11	-0,08
20170404	-0,23	0,31
20170405	-0,79	-0,30
20170406	0,66	0,48
20170407	0,13	-0,26
20170410	0,10	0,07
20170411	0,80	0,23
20170412	-0,84	-0,54
20170413	-0,25	-0,81
20170417	0,24	0,24
20170418	0,37	-0,19
20170419	0,59	-0,44
20170420	0,54	0,26
20170421	0,11	-0,15
20170424	0,16	0,50
20170425	0,37	-0,07
20170426	0,71	0,32
20170427	-0,13	-0,97
20170428	-0,70	-0,60
20170501	0,25	-0,11
20170502	-0,46	-0,23
20170503	-0,55	0,23
20170504	-0,07	-0,33
20170505	0,07	0,00
20170508	-0,24	0,25
20170509	0,49	-0,80
20170510	0,19	0,03
20170511	-0,39	-0,16
20170512	-0,30	-0,61
20170515	0,25	0,20
20170516	0,14	-0,09
20170517	-0,86	-0,60
20170518	0,05	-0,38
20170519	-0,37	0,40
20170522	0,28	-0,30
20170523	-0,10	0,64
20170524	-0,13	-0,46
20170525	-0,28	-0,74
20170526	-0,03	0,10
20170530	-0,50	-0,35
20170531	0,04	-0,53
20170601	1,00	0,04
20170602	0,57	-0,76
20170605	-0,46	-0,04
20170606	0,09	-0,03
20170607	-0,17	-0,04
20170608	1,14	0,93
20170609	0,04	2,44
20170612	-0,25	0,34
20170613	0,08	-0,14
20170614	-0,47	-0,52
20170615	-0,24	-0,11
20170616	-0,21	-0,19
20170619	0,10	-0,73
20170620	-0,40	-0,48
20170621	-0,06	-1,67
20170622	0,51	-0,41
20170623	0,83	-0,48
20170626	-0,03	0,70
20170627	-0,39	1,34
20170628	0,75	0,21
20170629	-0,13	1,37
20170630	-0,09	-0,30
20170703	0,36	1,21
20170705	-0,68	-0,58
20170706	-0,50	0,12
20170707	0,41	-0,41
20170710	-0,44	-0,07
20170711	0,36	-0,55
20170712	0,12	-0,52
20170713	-0,08	0,39
20170714	-0,13	-0,52
20170717	0,21	0,10
20170718	-0,29	-0,30
20170719	0,52	0,03
20170720	0,06	-0,05
20170721	-0,41	-0,24
20170724	0,10	-0,18
20170725	0,36	0,96
20170726	-0,35	-0,76
20170727	-0,63	0,44
20170728	-0,03	0,27
20170731	-0,35	0,46
20170801	-0,19	0,14
20170802	-1,17	0,15
20170803	-0,34	-0,33
20170804	0,32	0,40
20170807	-0,10	-0,58
20170808	-0,07	0,23
20170809	-0,78	-0,08
20170810	-0,30	0,26
20170811	0,24	-0,87
20170814	0,29	0,12
20170815	-0,86	-0,03
20170816	-0,13	-0,44
20170817	-0,17	-0,17
20170818	0,12	0,24
20170821	-0,24	-0,22
20170822	-0,02	-0,24
20170823	0,09	0,41
20170824	0,59	0,16
20170825	0,12	0,56
20170828	0,34	-0,74
20170829	0,13	-0,38
20170830	0,00	-0,32
20170831	0,49	-0,43
20170901	0,41	0,40
20170905	0,07	-0,99
20170906	-0,06	0,12
20170907	0,14	-0,91
20170908	0,03	0,38
20170911	-0,11	0,64
20170912	0,24	0,72
20170913	0,27	0,32
20170914	-0,03	-0,06
20170915	0,29	0,14
20170918	0,39	0,21
20170919	-0,29	0,40
20170920	0,22	0,49
20170921	0,10	0,37
20170922	0,44	0,12
20170925	0,31	0,59
20170926	0,40	0,17
20170927	1,39	0,23
20170928	0,18	-0,05
20170929	-0,14	-0,26
20171002	0,85	0,13
20171003	-0,04	-0,05
20171004	-0,27	-0,45
20171005	-0,33	0,39
20171006	-0,06	-0,25
20171009	-0,28	0,00
20171010	-0,01	0,43
20171011	-0,19	-0,19
20171012	0,04	-0,52
20171013	-0,22	0,12
20171016	-0,27	0,36
20171017	-0,34	-0,31
20171018	0,29	0,23
20171019	-0,39	0,16
20171020	-0,09	0,27
20171023	-0,44	0,17
20171024	-0,19	0,49
20171025	0,02	0,15
20171026	0,04	0,28
20171027	-0,03	-0,98
20171030	-0,81	-0,05
20171031	0,84	-0,25
20171101	-0,79	0,08
20171102	-0,01	0,51
20171103	-0,44	-0,72
20171106	0,23	0,19
20171107	-1,36	-0,40
20171108	0,04	-0,60
20171109	-0,04	0,22
20171110	0,06	-0,43
20171113	-0,30	0,09
20171114	-0,12	0,00
20171115	-0,04	0,23
20171116	0,86	-0,53
20171117	0,74	0,27
20171120	0,56	0,03
20171121	0,41	-0,33
20171122	0,11	-0,08
20171124	0,02	-0,43
20171127	-0,37	0,01
20171128	0,39	0,86
20171129	0,07	1,48
20171130	-0,56	-0,52
20171201	-0,36	0,38
20171204	-0,34	1,22
20171205	-0,46	-0,22
20171206	-0,46	-0,52
20171207	0,26	-0,20
20171208	-0,46	-0,13
20171211	-0,43	-0,18
20171212	-0,52	0,50
20171213	0,72	-0,89
20171214	-0,70	-0,22
20171215	0,68	0,04
20171218	0,75	0,27
20171219	-0,36	-0,24
20171220	0,35	0,06
20171221	0,27	0,63
20171222	-0,21	-0,21
20171226	0,33	-0,07
20171227	-0,13	-0,20
20171228	0,12	0,05
20171229	-0,31	0,01
20180102	0,35	-0,21
20180103	-0,39	-0,19
20180104	-0,26	0,24
20180105	-0,35	-0,25
20180108	-0,15	0,04
20180109	-0,35	-0,04
20180110	0,06	0,57
20180111	1,14	0,30
20180112	-0,32	0,16
20180116	-1,02	0,01
20180117	-0,03	-0,09
20180118	-0,50	-0,25
20180119	0,94	-0,05
20180122	-0,34	-0,16
20180123	0,14	-0,36
20180124	-0,84	0,44
20180125	0,14	-0,54
20180126	-0,60	-0,51
20180129	-0,03	-0,28
20180130	0,14	-0,21
20180131	-0,74	0,11
20180201	0,08	0,53
20180202	0,04	-0,29
20180205	0,79	-0,59
20180206	-0,52	-0,19
20180207	0,53	0,21
20180208	0,81	0,52
20180209	-0,59	0,15
20180212	-0,46	-0,30
20180213	0,08	-0,24
20180214	0,26	0,48
20180215	-0,14	-0,63
20180216	0,35	0,15
20180220	-0,36	-0,24
20180221	0,79	0,23
20180222	0,05	-0,41
20180223	-0,38	-0,14
20180226	-0,50	-0,06
20180227	-0,19	0,03
20180228	-0,42	-0,31
20180301	1,00	-0,03
20180302	1,18	-0,48
20180305	-0,39	0,22
20180306	0,68	0,13
20180307	0,78	-0,44
20180308	-0,49	-0,35
20180309	-0,25	0,27
20180312	0,47	-0,08
20180313	0,08	0,03
20180314	0,23	-0,57
20180315	-0,39	0,31
20180316	0,46	0,17
20180319	0,35	0,41
20180320	-0,07	-0,36
20180321	0,74	0,44
20180322	0,51	-0,49
20180323	0,21	-0,23
20180326	-0,68	0,03
20180327	-0,21	0,37
20180328	0,13	0,64
20180329	-0,31	-0,22
20180402	-0,13	0,38
20180403	-0,04	0,18
20180404	0,33	-0,32
20180405	0,02	0,46
20180406	0,40	-0,06
20180409	-0,15	-0,51
20180410	0,40	-0,12
20180411	0,92	-0,30
20180412	-0,23	0,19
20180413	0,03	-0,25
20180416	0,07	-0,02
20180417	0,16	-1,18
20180418	0,21	0,02
20180419	-0,47	1,08
20180420	0,06	0,58
20180423	-0,08	0,19
20180424	0,53	1,02
20180425	-0,34	0,06
20180426	-0,39	-0,85
20180427	-0,26	0,04
20180430	0,03	-0,09
20180501	0,23	-0,53
20180502	1,29	-0,35
20180503	-0,52	-0,15
20180504	0,02	-0,20
20180507	0,42	-0,33
20180508	0,49	0,23
20180509	-0,22	0,25
20180510	-0,43	-0,04
20180511	0,12	-0,38
20180514	-0,36	0,11
20180515	0,67	0,40
20180516	0,70	-0,25
20180517	0,90	0,29
20180518	0,57	-0,62
20180521	-0,19	0,44
20180522	-0,76	0,61
20180523	0,05	-0,69
20180524	0,37	-0,35
20180525	0,25	-0,39
20180529	1,32	-1,02
20180530	0,04	0,36
20180531	0,07	-0,43
20180601	-0,23	-0,10
20180604	0,17	-0,45
20180605	0,82	-0,44
20180606	-0,33	0,21
20180607	-0,30	0,93
20180608	0,08	-0,40
20180611	0,18	-0,16
20180612	0,23	-0,63
20180613	0,08	-0,20
20180614	0,32	-1,01
20180615	0,04	-0,25
20180618	0,72	0,08
20180619	0,57	-0,14
20180620	0,73	-0,51
20180621	-0,63	0,33
20180622	0,00	0,46
20180625	-0,54	0,57
20180626	0,63	-0,24
20180627	-0,99	0,36
20180628	-0,18	-0,51
20180629	-0,20	-0,24
20180702	0,44	-0,25
20180703	0,81	-0,02
20180705	0,44	-0,43
20180706	0,05	-0,30
20180709	-0,41	0,86
20180710	-0,78	-0,16
20180711	-0,02	-0,46
20180712	-0,34	-1,16
20180713	-0,13	-0,29
20180716	-0,77	0,97
20180717	0,26	-0,74
20180718	-0,27	0,68
20180719	0,96	-0,36
20180720	-0,18	0,11
20180723	-0,29	0,54
20180724	-1,36	0,39
20180725	-0,43	-1,06
20180726	0,64	0,58
20180727	-1,38	1,06
20180730	-0,22	1,59
20180731	0,84	-1,10
20180801	0,06	-0,22
20180802	0,33	-0,65
20180803	-1,07	0,51
20180806	0,26	-0,33
20180807	0,03	-0,15
20180808	-0,13	0,26
20180809	0,37	-0,35
20180810	0,40	-0,21
20180813	-0,14	-0,29
20180814	0,30	0,22
20180815	-0,53	-0,14
20180816	-0,07	0,26
20180817	0,09	0,01
20180820	0,12	0,14
20180821	0,90	0,14
20180822	0,37	-0,35
20180823	-0,05	-0,33
20180824	-0,02	-0,58
20180827	-0,68	-0,15
20180828	-0,11	-0,23
20180829	-0,04	-0,57
20180830	0,29	-0,42
20180831	0,50	-0,38
20180904	-0,37	0,01
20180905	-0,18	0,67
20180906	-0,34	-0,25
20180907	0,11	-0,22
20180910	0,12	-0,36
20180911	-0,30	-0,24
20180912	-0,06	-0,23
20180913	-0,44	-0,39
20180914	0,27	0,25
20180917	-0,46	0,85
20180918	0,05	-0,48
20180919	-0,67	1,28
20180920	0,31	-0,23
20180921	-0,42	0,31
20180924	0,05	-0,89
20180925	0,27	-0,38
20180926	-0,38	-0,62
20180927	-0,27	-0,54
20180928	0,40	-0,19
20181001	-1,63	0,36
20181002	-0,98	0,57
20181003	0,85	0,50
20181004	-1,06	1,58
20181005	-0,42	0,37
20181008	-0,41	1,24
20181009	-0,29	0,28
20181010	0,29	1,09
20181011	0,46	-0,92
20181012	-0,87	-1,75
20181015	0,91	0,52
20181016	0,69	-1,45
20181017	-0,67	0,23
20181018	-0,54	0,42
20181019	-1,33	0,70
20181022	0,48	-1,26
20181023	-0,09	-0,42
20181024	-0,93	0,76
20181025	0,42	-0,60
20181026	0,57	0,35
20181029	-0,32	1,61
20181030	0,42	0,09
20181031	-0,65	-0,74
20181101	1,34	-1,12
20181102	0,80	0,67
20181105	-1,02	1,57
20181106	-0,16	0,02
20181107	-0,33	-1,05
20181108	-0,25	0,25
20181109	-0,86	0,41
20181112	0,02	0,84
20181113	-0,11	0,16
20181114	0,02	-0,27
20181115	0,35	-0,39
20181116	0,02	-0,06
20181119	-0,74	2,32
20181120	0,15	-0,54
20181121	0,99	-0,33
20181123	0,83	-0,61
20181126	-0,66	-0,20
20181127	-1,08	0,25
20181128	0,44	-1,16
20181129	-0,10	-0,09
20181130	-0,32	-0,44
20181203	-0,05	-0,78
20181204	-0,96	-0,22
20181206	0,13	-1,06
20181207	0,20	1,33
20181210	-0,11	-1,64
20181211	-0,05	-0,42
20181212	0,57	-0,17
20181213	-1,51	-0,20
20181214	-0,06	0,49
20181217	-0,25	1,08
20181218	0,02	-0,60
20181219	-0,60	0,02
20181220	-0,28	0,97
20181221	-0,56	0,77
20181224	1,01	-0,51
20181226	-0,06	-1,00
20181227	-0,67	-0,13
20181228	0,77	0,25
20181231	-0,09	-0,45
20190102	0,58	1,14
20190103	0,36	1,18
20190104	0,40	-0,69
20190107	1,01	-0,75
20190108	0,52	-0,63
20190109	0,46	0,11
20190110	0,03	-0,45
20190111	0,12	0,22
20190114	-0,60	0,95
20190115	0,00	-0,90
20190116	0,04	0,92
20190117	0,11	-0,24
20190118	-0,37	0,12
20190122	-0,39	0,30
20190123	-0,38	-0,15
20190124	0,44	0,00
20190125	0,46	-0,34
20190128	-0,16	0,63
20190129	-0,01	0,19
20190130	-0,15	-0,94
20190131	0,11	-1,11
20190201	-0,12	0,43
20190204	0,48	-0,47
20190205	-0,07	-0,61
20190206	-0,01	0,06
20190207	-0,13	0,38
20190208	0,05	-0,68
20190211	0,66	0,23
20190212	0,02	-0,16
20190213	0,06	0,07
20190214	0,53	-0,59
20190215	0,24	0,48
20190219	0,29	0,31
20190220	0,21	0,56
20190221	-0,06	-0,23
20190222	0,55	-1,47
20190225	-0,26	-0,18
20190226	-0,63	-0,33
20190227	0,20	-0,12
20190228	0,02	-0,27
20190301	0,29	-0,41
20190304	-0,41	0,38
20190305	-0,31	-0,22
20190306	-1,26	0,05
20190307	-0,06	-0,34
20190308	0,06	-0,17
20190311	0,36	-0,53
20190312	-0,28	-0,07
20190313	-0,32	0,08
20190314	-0,40	0,30
20190315	-0,25	-0,25
20190318	0,15	0,44
20190319	-0,38	-0,92
20190320	0,01	-1,06
20190321	0,30	-1,23
20190322	-1,51	-0,08
20190325	0,66	-0,26
20190326	0,17	0,46
20190327	0,10	0,51
20190328	0,34	0,02
20190329	-0,23	-0,92
20190401	-0,31	0,99
20190402	-0,13	-0,44
20190403	0,21	-0,39
20190404	0,20	0,94
20190405	0,53	-0,07
20190408	-0,29	0,10
20190409	-0,56	-0,15
20190410	0,97	-0,11
20190411	-0,31	0,40
20190412	-0,51	0,66
20190415	-0,21	-0,55
20190416	0,12	0,71
20190417	-0,70	0,84
20190418	-0,25	-0,50
20190422	-0,46	-0,57
20190423	0,72	-0,49
20190424	0,28	-0,08
20190425	-0,75	-0,21
20190426	0,43	0,06
20190429	0,09	0,65
20190430	-0,69	0,27
20190501	-0,10	-0,02
20190502	0,45	-0,28
20190503	0,93	-0,27
20190506	0,60	-0,42
20190507	-0,28	0,49
20190508	-0,16	-0,31
20190509	0,08	0,09
20190510	-0,37	0,06
20190513	-0,73	0,28
20190514	0,41	-0,02
20190515	0,05	-0,96
20190516	-0,39	-0,33
20190517	-0,80	0,28
20190520	-0,23	0,73
20190521	0,43	-0,34
20190522	-0,51	-0,62
20190523	-0,69	-0,27
20190524	0,50	0,30
20190528	0,29	-0,63
20190529	-0,29	0,41
20190530	-0,27	-0,77
20190531	-0,22	-0,11
20190603	0,33	1,68
20190604	0,42	-0,03
20190605	-0,98	-0,97
20190606	-1,04	0,02
20190607	0,04	-1,19
20190610	-0,04	0,07
20190611	-0,26	0,57
20190612	0,42	-1,00
20190613	0,66	-0,04
20190614	-0,78	0,30
20190617	0,63	-1,13
20190618	0,15	0,35
20190619	0,11	-0,60
20190620	-0,36	-0,22
20190621	-0,47	-0,03
20190624	-0,90	0,08
20190625	0,34	0,72
20190626	-0,05	0,27
20190627	1,42	-0,10
20190628	0,63	0,62
20190701	-0,53	-0,13
20190702	-0,81	-0,81
20190703	-0,04	-0,32
20190705	0,16	0,91
20190708	-0,45	0,06
20190709	-0,15	-0,43
20190710	-0,15	-0,36
20190711	-0,79	0,04
20190712	0,18	0,41
20190715	-0,35	-1,06
20190716	0,35	0,11
20190717	-0,14	-0,65
20190718	-0,29	0,01
20190719	0,16	0,86
20190722	-0,44	-0,48
20190723	-0,23	0,80
20190724	0,75	0,86
20190725	-0,66	-0,11
20190726	0,39	-0,19
20190729	-0,34	-0,46
20190730	1,37	0,88
20190731	0,12	0,62
20190801	-0,42	-1,90
20190802	-0,32	0,07
20190805	-0,01	0,01
20190806	-0,41	-0,59
20190807	0,08	-0,90
20190808	0,03	-0,25
20190809	-0,43	-0,22
20190812	0,29	-0,26
20190813	-0,17	-0,53
20190814	0,22	-0,51
20190815	-0,61	-0,52
20190816	0,53	0,60
20190819	0,02	0,21
20190820	0,30	-0,49
20190821	0,05	-0,30
20190822	-0,53	0,49
20190823	-0,56	-0,18
20190826	-0,02	-0,18
20190827	-0,88	-0,66
20190828	0,47	0,61
20190829	0,32	0,33
20190830	-0,37	0,23
20190903	-0,96	0,12
20190904	-0,22	0,43
20190905	0,41	0,70
20190906	-0,39	0,05
20190909	0,76	3,05
20190910	1,07	1,11
20190911	1,33	-0,04
20190912	-0,31	-0,12
20190913	0,02	0,74
20190916	0,91	0,53
20190917	-0,60	-1,19
20190918	-0,75	0,06
20190919	-0,43	-0,46
20190920	0,29	0,15
20190923	-0,17	0,50
20190924	-0,73	0,01
20190925	0,36	0,52
20190926	-0,96	0,13
20190927	-0,33	0,88
20190930	-0,17	-0,48
20191001	-0,46	-0,59
20191002	0,89	-0,36
20191003	-0,23	-0,89
20191004	-0,48	-0,07
20191007	0,16	-0,03
20191008	-0,13	-0,13
20191009	-0,55	-0,09
20191010	-0,40	0,25
20191011	0,48	0,18
20191014	-0,34	-0,03
20191015	0,25	-0,25
20191016	0,40	0,22
20191017	0,80	-0,29
20191018	-0,35	0,87
20191021	0,16	0,34
20191022	0,23	0,84
20191023	-0,09	0,27
20191024	-0,26	-0,89
20191025	0,28	0,07
20191028	0,27	-0,25
20191029	0,30	0,50
20191030	-0,37	-1,15
20191031	-0,26	-0,43
20191101	0,49	0,82
20191104	0,03	1,35
20191105	0,23	0,46
20191106	-0,73	0,24
20191107	-0,14	0,50
20191108	0,07	-0,37
20191111	0,00	-0,19
20191112	-0,11	-0,14
20191113	-0,23	-0,82
20191114	-0,12	-0,25
20191115	-0,25	-0,33
20191118	-0,35	-0,51
20191119	0,57	-0,94
20191120	0,01	-0,44
20191121	-0,34	0,10
20191122	0,06	0,21
20191125	1,31	-0,38
20191126	0,05	-0,89
20191127	0,23	-0,02
20191129	-0,04	-0,31
20191202	-0,25	0,48
20191203	0,60	-0,83
20191204	0,14	0,25
20191205	-0,21	0,46
20191206	0,25	0,36
20191209	0,34	0,12
20191210	0,30	-0,09
20191211	-0,07	0,13
20191212	-0,13	1,13
20191213	-0,27	-0,54
20191216	0,03	-0,05
20191217	0,42	0,66
20191218	0,20	0,09
20191219	-0,02	-0,42
20191220	-0,30	-0,31
20191223	0,21	-0,34
20191224	0,39	-0,01
20191226	-0,54	0,00
20191227	-0,53	-0,07
20191230	0,19	0,56
20191231	-0,01	0,11
20200102	-0,88	-0,34
20200103	0,38	0,01
20200106	-0,07	-0,55
20200107	-0,01	-0,26
20200108	-0,07	-0,64
20200109	-0,63	-0,48
20200110	-0,19	-0,34
20200113	-0,11	-0,09
20200114	0,40	-0,18
20200115	0,46	-0,82
20200116	0,51	-0,11
20200117	-0,64	-0,12
20200121	-0,52	-0,62
20200122	-0,26	0,00
20200123	-0,05	-0,14
20200124	-0,44	-0,28
20200127	0,37	-0,41
20200128	-0,13	-0,43
20200129	-0,25	-0,97
20200130	-0,69	0,68
20200131	-0,44	-0,35
20200203	0,62	-0,67
20200204	-0,03	-0,70
20200205	0,33	1,48
20200206	-0,46	-0,84
20200207	-0,79	-0,02
20200210	-0,01	-0,90
20200211	0,05	1,04
20200212	0,16	-0,36
20200213	0,20	0,01
20200214	-0,38	-0,66
20200218	0,16	-0,64
20200219	0,18	0,03
20200220	0,49	0,67
20200221	-0,12	0,02
20200224	0,16	0,01
20200225	-0,11	-0,68
20200226	-0,38	-1,20
20200227	0,78	0,06
20200228	0,30	-0,80
20200302	-1,69	-0,42
20200303	0,80	-0,63
20200304	-1,09	-1,17
20200305	0,24	-1,40
20200306	0,05	-1,48
20200309	-0,42	-4,75
20200310	-2,48	0,78
20200311	-0,83	-0,81
20200312	-0,45	-1,14
20200313	-2,69	2,94
20200316	-0,21	-0,75
20200317	0,85	-0,67
20200318	-3,53	-4,74
20200319	5,45	0,95
20200320	0,35	-0,90
20200323	2,21	-3,26
20200324	-1,28	2,38
20200325	-0,74	1,87
20200326	-0,71	1,08
20200327	-0,86	-0,76
20200330	-0,30	-2,11
20200331	1,82	-0,38
20200401	-1,56	-1,31
20200402	-0,97	-0,28
20200403	-1,09	-1,15
20200406	0,77	0,28
20200407	-0,59	2,10
20200408	0,31	1,27
20200409	1,91	3,19
20200413	-0,85	-2,40
20200414	-0,18	-3,15
20200415	-1,23	-2,55
20200416	-0,21	-2,98
20200417	0,75	2,77
20200420	0,78	-0,91
20200421	0,94	0,16
20200422	-0,68	-1,66
20200423	1,11	0,55
20200424	0,28	-0,12
20200427	1,59	2,68
20200428	0,98	2,86
20200429	1,89	1,98
20200430	-1,41	-1,71
20200501	-0,55	-0,96
20200504	0,21	-1,29
20200505	0,03	-2,01
20200506	0,54	-2,72
20200507	-0,06	0,41
20200508	1,39	2,46
20200511	0,47	-3,79
20200512	-0,84	-1,36
20200513	-0,89	-2,08
20200514	-1,52	0,92
20200515	1,61	-1,15
20200518	1,58	4,61
20200519	-0,54	-1,51
20200520	1,09	1,31
20200521	0,62	0,42
20200522	0,46	-0,85
20200526	0,10	4,54
20200527	0,66	3,59
20200528	-1,54	-2,41
20200529	-0,29	-1,98
20200601	-0,04	0,43
20200602	-0,09	0,55
20200603	0,16	2,62
20200604	-0,22	2,90
20200605	0,67	2,75
20200608	0,37	2,07
20200609	-0,25	-1,92
20200610	-0,86	-4,10
20200611	-0,83	-3,03
20200612	0,32	1,82
20200615	1,46	-0,38
20200616	0,61	0,49
20200617	-0,91	-1,97
20200618	0,09	-0,53
20200619	0,08	-0,67
20200622	0,84	-1,36
20200623	0,17	-0,60
20200624	-0,45	-1,36
20200625	0,25	0,50
20200626	0,12	-1,39
20200629	1,25	1,86
20200630	0,08	-0,01
20200701	-1,27	-2,57
20200702	-0,02	-0,14
20200706	-0,63	0,35
20200707	-0,50	-1,50
20200708	0,30	-0,46
20200709	-0,93	-2,61
20200710	-0,07	3,06
20200713	-0,76	2,04
20200714	0,42	-0,29
20200715	2,43	1,26
20200716	-0,35	0,81
20200717	0,17	-1,43
20200720	-0,44	-2,38
20200721	0,85	3,28
20200722	-0,62	-0,37
20200723	0,74	1,98
20200724	-0,81	0,45
20200727	0,75	-2,02
20200728	-0,71	1,01
20200729	0,49	0,90
20200730	0,48	-1,84
20200731	-1,59	-0,66
20200803	1,22	-0,83
20200804	0,45	0,06
20200805	1,04	0,82
20200806	-0,42	-0,85
20200807	0,92	2,40
20200810	0,86	1,73
20200811	-0,31	1,61
20200812	-0,51	-1,33
20200813	0,18	-1,32
20200814	-0,08	1,08
20200817	0,59	-1,94
20200818	-1,07	-1,42
20200819	0,48	0,09
20200820	-0,51	-1,55
20200821	-1,08	-0,44
20200824	-0,36	2,59
20200825	0,16	-0,64
20200826	-1,17	-1,75
20200827	-0,34	0,95
20200828	0,26	-0,22
20200831	-0,42	-1,75
20200901	0,44	-0,32
20200902	-0,50	-0,45
20200903	-0,22	2,60
20200904	-0,17	2,07
20200908	0,65	-0,29
20200909	-0,18	-1,99
20200910	0,31	-0,06
20200911	-0,84	0,90
20200914	1,19	-0,80
20200915	-0,27	-1,46
20200916	0,76	1,32
20200917	0,36	0,20
20200918	0,79	-0,21
20200921	-2,02	-1,90
20200922	-0,17	-1,60
20200923	-0,70	0,16
20200924	-0,21	0,38
20200925	0,15	-1,34
20200928	0,72	1,05
20200929	0,75	-1,32
20200930	-0,73	0,16
20201001	1,05	-0,54
20201002	1,08	2,43
20201005	1,02	-0,09
20201006	0,74	0,25
20201007	0,58	0,16
20201008	-0,03	1,07
20201009	0,01	-1,42
20201012	-0,83	-0,09
20201013	0,18	-1,74
20201014	0,08	0,03
20201015	0,90	1,14
20201016	-0,18	0,05
20201019	0,34	0,32
20201020	-0,24	1,26
20201021	-0,47	0,41
20201022	0,61	1,03
20201023	0,42	0,04
20201026	-0,28	-0,39
20201027	-0,07	-2,33
20201028	0,02	0,57
20201029	0,16	0,27
20201030	-0,79	1,85
20201102	0,52	1,00
20201103	1,01	-0,19
20201104	-1,49	-5,03
20201105	0,99	0,54
20201106	-0,86	-0,92
20201109	0,79	6,73
20201110	1,55	2,15
20201111	-0,54	-1,78
20201112	-0,22	-1,19
20201113	0,60	1,15
20201116	0,79	1,98
20201117	0,62	-0,01
20201118	-0,04	0,03
20201119	0,47	-0,77
20201120	0,67	-0,60
20201123	0,88	1,55
20201124	-0,12	2,78
20201125	0,00	-1,32
20201127	0,46	-1,62
20201130	-0,98	-2,07
20201201	-0,25	0,52
20201202	-0,09	1,07
20201203	0,51	-0,10
20201204	1,47	0,83
20201207	0,24	-1,02
20201208	1,01	-0,69
20201209	-0,06	1,28
20201210	1,11	-0,46
20201211	-0,36	-0,73
20201214	0,57	-1,51
20201215	1,06	0,38
20201216	-0,42	-0,39
20201217	0,68	-0,70
20201218	0,06	-1,17
20201221	0,14	-0,06
20201222	1,21	-1,63
20201223	0,39	2,03
20201224	-0,40	-0,19
20201228	-0,73	0,36
20201229	-1,52	0,24
20201230	1,01	0,06
20201231	-0,86	0,44
20210104	0,20	0,57
20210105	1,22	0,50
20210106	2,14	3,94
20210107	0,32	-0,81
20210108	-0,75	-1,38
20210111	0,26	1,26
20210112	1,28	1,24
20210113	-0,94	-0,45
20210114	2,02	1,13
20210115	-0,50	-0,74
20210119	0,88	-0,79
20210120	-0,39	-1,10
20210121	-0,54	-0,96
20210122	1,86	-0,11
20210125	-0,03	-0,43
20210126	-0,01	0,04
20210127	1,32	1,55
20210128	-1,92	-0,93
20210129	0,59	0,59
20210201	0,93	-1,47
20210202	-0,88	-1,03
20210203	0,41	0,73
20210204	0,39	0,38
20210205	1,07	-0,49
20210208	2,10	0,39
20210209	0,64	-0,06
20210210	-0,59	0,79
20210211	-0,05	-0,70
20210212	-0,12	0,46
20210216	-0,64	1,93
20210217	-0,84	0,60
20210218	-1,53	-0,21
20210219	1,77	0,73
20210222	-0,04	3,13
20210223	-1,25	0,89
20210224	1,19	1,44
20210225	-1,11	0,88
20210226	0,68	-1,60
20210301	1,09	0,23
20210302	-1,09	1,25
20210303	-0,19	3,56
20210304	-1,35	1,70
20210305	0,22	0,62
20210308	0,60	3,71
20210309	1,28	-3,23
20210310	0,77	1,82
20210311	1,59	-2,00
20210312	0,14	1,29
20210315	-0,12	-1,27
20210316	-1,09	-0,85
20210317	0,47	0,34
20210318	-1,74	2,16
20210319	1,26	-0,99
20210322	-1,19	-2,23
20210323	-2,70	-1,04
20210324	-1,97	1,46
20210325	1,68	1,40
20210326	0,19	0,68
20210329	-2,41	-0,23
20210330	1,54	1,01
20210331	1,12	-2,34
20210401	0,30	-0,02
20210405	-0,59	-0,71
20210406	-0,31	0,09
20210407	-1,59	0,30
20210408	0,59	-1,17
20210409	-0,64	0,15
20210412	-0,60	0,56
20210413	-0,30	-1,60
20210414	0,79	1,41
20210415	-0,44	-1,19
20210416	-0,36	0,65
20210419	-0,78	0,79
20210420	-1,18	-1,57
20210421	1,38	0,12
20210422	0,66	-0,77
20210423	0,75	0,69
20210426	0,88	-0,50
20210427	-0,16	0,85
20210428	0,18	0,20
20210429	-1,13	1,09
